PlaceReference,Status,Name,Address,LGA
602607,Entered,"Marist Brothers' Monastery and Marist College","Fernberg Road, Rosalie","Brisbane City Council"
650004,Entered,"Maroon State School and Maroon War Memorial","2772 Boonah Rathdowney Road, Maroon","Scenic Rim Regional Council"
602792,Entered,"Mary Valley Railway Cream Sheds","Kandanga; Amamoor; Melawondi Stations; Mary Valley Branch Railway, Mary Valley","Gympie Regional Council"
600421,Entered,"Mary Watson's Monument","Charlotte Street, Cooktown","Cook Shire Council"
650256,Entered,"Maryborough Baby Clinic (former)","445 Kent Street, Maryborough","Fraser Coast Regional Council"
600689,Entered,"Maryborough Cemetery","Walker Street, Maryborough","Fraser Coast Regional Council"
601264,Entered,"Maryborough Central State School","Kent Street, Maryborough","Fraser Coast Regional Council"
600698,Entered,"Maryborough City Hall","388 Kent Street, Maryborough","Fraser Coast Regional Council"
600714,Entered,"Maryborough Court House","Richmond Street, Maryborough","Fraser Coast Regional Council"
600713,Entered,"Maryborough Government Office Building","123 Wharf Street, Maryborough","Fraser Coast Regional Council"
600711,Entered,"Maryborough Heritage Centre","164 Richmond Street, Maryborough","Fraser Coast Regional Council"
601907,Entered,"Maryborough Hospital","Walker Street, Maryborough","Fraser Coast Regional Council"
600702,Entered,"Maryborough Railway Station Complex and Air Raid Shelter","Lennox Street, Maryborough","Fraser Coast Regional Council"
600697,Entered,"Maryborough State High School ","Kent Street, Maryborough","Fraser Coast Regional Council"
600717,Entered,"Maryborough Waterside Workers' Hall","96 Wharf Street, Maryborough","Fraser Coast Regional Council"
601552,Entered,"Masel Residence (former)","98 High Street, Stanthorpe","Southern Downs Regional Council"
601488,Entered,"Masonic Hall, Kent Street, Rockhampton","112-114 Kent Street, Rockhampton","Rockhampton Regional Council"
600933,Entered,"Masonic Hall, Townsville (former)","485-493 Sturt Street, Townsville","Townsville City Council"
600765,Entered,"Masonic Lodge","Isabella Street, Mount Perry","North Burnett Regional Council"
600744,Entered,"Masonic Temple Mount Morgan","2 Gordon Street, Mount Morgan","Rockhampton Regional Council"
600074,Entered,"Masonic Temple","311 Ann Street, Brisbane City","Brisbane City Council"
600662,Entered,"Mayes Cottage","36 Mawarra Street, Kingston","Logan City Council"
602255,Entered,Maytown,"Maytown Town Reserve and Palmer Goldfield Resources Reserve, Palmer","Cook Shire Council"
600499,Entered,"McConnell Park & Toogoolawah War Memorial","Cressbrook Street, Toogoolawah","Somerset Regional Council"
600632,Entered,"McCowat's Farm","McCowat Road, Garradunga","Cassowary Coast Regional Council"
600120,Entered,"McDonnell & East Ltd Building","414 George Street, Brisbane City","Brisbane City Council"
600383,Entered,"McLeod Street Pioneer Cemetery","127-145 McLeod Street, Cairns North","Cairns Regional Council"
602248,Entered,"McWhinneys Brick Cottage","47-55 Birley Street, Spring Hill","Brisbane City Council"
600214,Entered,"McWhirters Marketplace","Wickham Street, Fortitude Valley","Brisbane City Council"
601173,Entered,"Meatworks and Wharf Site (former)","Settlement Road, St Lawrence","Isaac Regional Council"
601470,Entered,"Mellors Drapery and Haberdashery","28 Capper Street, Gayndah","North Burnett Regional Council"
602729,Entered,"Memorial Park","River Road, Gympie","Gympie Regional Council"
601381,Entered,"Men's Toilet, Russell Street, Toowoomba","Russell Street, Toowoomba","Toowoomba Regional Council"
602835,Entered,"Meringa Sugar Experiment Station","71378 Bruce Highway Meringa, Gordonvale","Cairns Regional Council"
602016,Entered,"Merriland Hall","Mazlin Street, Atherton","Tablelands Regional Council"
600330,Entered,Middenbury,"600 Coronation Drive, Toowong","Brisbane City Council"
600055,Entered,Miegunyah,"35 Jordan Terrace, Bowen Hills","Brisbane City Council"
645610,Entered,"Mihi Creek Complex","Mihi Junction, Brassall","Ipswich City Council"
601280,Entered,"Mill Point Settlement Site","Elanda Pt, Lake Cootharaba","Noosa Shire Council"
602449,Entered,"Millaa Millaa Falls","Theresa Creek Road, Millaa Millaa","Tablelands Regional Council"
601310,Entered,Millbrook,"9 Phillip Street, East Toowoomba","Toowoomba Regional Council"
600253,Entered,"Milton House","50 McDougall Street, Milton","Brisbane City Council"
650049,Entered,"Milton State School","Bayswater Street, Milton","Brisbane City Council"
600984,Entered,"Mirani Railway Station Building","Victoria Street, Mirani","Mackay Regional Council"
600725,Entered,"Miriam Vale War Memorial","Blomfield Street, Miriam Vale","Gladstone Regional Council"
601077,Entered,"Mitchell Railway Station","Oxford Street (passenger station), Alice Street (goods shed) and Sheffield Street (station master's, Mitchell","Maranoa Regional Council"
600038,Entered,"Mitchell War Memorial","Cambridge Street, Mitchell","Maranoa Regional Council"
650063,Entered,"Mitchelton State School","47 Glen Retreat Road, Mitchelton","Brisbane City Council"
601995,Entered,"Monier Ventilation Shaft 1 (Spring Hill)","500 Wickham Terrace, Spring Hill","Brisbane City Council"
602067,Entered,"Monier Ventilation Shaft 2 (Spring Hill)","134 St Paul's Terrace, Spring Hill","Brisbane City Council"
602068,Entered,"Monier Ventilation Shaft 3 (Teneriffe)","Florence Street, Teneriffe","Brisbane City Council"
602013,Entered,"Monkland State School Residence","Brisbane Road, Gympie","Gympie Regional Council"
601170,Entered,Monkton,"7 Ardoyne Road, Corinda","Brisbane City Council"
602704,Entered,"Monsildale Homestead","2532 Monsildale Road, Monsildale","Somerset Regional Council"
602616,Entered,"Montville Memorial Precinct","Razorback Road and Main Street (Montville-Mapleton Road), Montville","Sunshine Coast Regional Council"
600314,Entered,"Moody's Cottages","8-12 and 16 Victoria Street, Spring Hill","Brisbane City Council"
600040,Entered,"Moonah Creek 'Hanging Tree'","Ardmore Station, Mount Isa","Boulia Shire Council"
600130,Entered,"Mooneys Building","130-132 Mary Street, Brisbane City","Brisbane City Council"
600052,Entered,Moorlands,"451 Coronation Drive, Auchenflower","Brisbane City Council"
602861,Entered,"Moorooka State School","Sherley Street, Moorooka","Brisbane City Council"
645614,Entered,"Morayfield Plantation | 700014","2 Nolan Drive, Morayfield","Moreton Bay Regional Council"
602839,Entered,"Morayfield State School","196-230 Morayfield Road, Morayfield","Moreton Bay Regional Council"
602648,Entered,"Moreton Central Sugar Mill Worker's Housing (former)","17 & 19 Mill Street, and 14 & 16 Bury Street, Nambour","Sunshine Coast Regional Council"
602481,Entered,"Morningside Air Raid Shelter","580 Wynnum Road, Morningside","Brisbane City Council"
650057,Entered,"Morningside State School","67 Pashen Street, Morningside","Brisbane City Council"
602713,Entered,"Mossman District Hospital","Johnston Road, Mossman","Douglas Shire Council"
602758,Entered,"Mossman Shire Hall and Douglas Shire Council Chambers (former)","8-14 Mill Street, Mossman","Douglas Shire Council"
600420,Entered,"Motor Inn Motel","Charlotte Street, Cooktown","Cook Shire Council"
600371,Entered,"Mount Abundance Homestead","Warrego Highway, Roma","Maranoa Regional Council"
601730,Entered,"Mount Carmel Convent","199 Bay Terrace, Wynnum","Brisbane City Council"
600640,Entered,"Mount Clara Smelter","Rossmore Road, Kilkivan","Gympie Regional Council"
602446,Entered,"Mount Coot-tha Forest","Sir Samuel Griffith Drive, Mount Coot-tha","Brisbane City Council"
601564,Entered,"Mount Coot-tha Lookout & Kiosk","Sir Samuel Griffith Drive, Mount Coot-tha","Brisbane City Council"
650236,Entered,"Mount Crosby Pumping Station Complex","Stumers Road, Mount Crosby","Brisbane City Council"
601629,Entered,"Mount Cuthbert Township and Smelter","North-West of Kajabbi Township, Kajabbi","Cloncurry Shire Council"
602256,Entered,"Mount Elliott Company Metallurgical Plant and Mill","Via Sheaffe Street, Cloncurry","Cloncurry Shire Council"
645612,Entered,"Mount Elliott Mining Complex","Selwyn, via Cloncurry, Mount Elliott","Cloncurry Shire Council"
601182,Entered,"Mount Isa Mine Early Infrastructure","on Mount Isa Mine Lease, Mount Isa","Mount Isa City Council"
602750,Entered,"Mount Martin Cane Lift","Mirani Mount Ossa Road, Mount Martin","Mackay Regional Council"
601921,Entered,"Mount Moran Battery","New Woolgar Road, Forsayth","Etheridge Shire Council"
600753,Entered,"Mount Morgan Cemetery including Chinese Shrine and Linda Memorial","East Street, Mount Morgan","Rockhampton Regional Council"
600745,Entered,"Mount Morgan Courthouse and Police Station Complex","28 Hall Street, Mount Morgan","Rockhampton Regional Council"
600751,Entered,"Mount Morgan Mine Site","Burnett Highway, Mount Morgan","Rockhampton Regional Council"
600752,Entered,"Mount Morgan Railway Station Complex","Mount Morgan - Wowan Line, Mount Morgan","Rockhampton Regional Council"
650005,Entered,"Mount Morgan State High School","4 Central Street, Mount Morgan","Rockhampton Regional Council"
602782,Entered,"Mount Perry Powder Magazine","Sandy Camp Road (north of Magazine Road), Mount Perry","North Burnett Regional Council"
601601,Entered,"Mount St Mary's Convent [Goldicott]","65 Grove Street, Toowong","Brisbane City Council"
650247,Entered,"Mount Sylvia State School","6 Left Hand Branch Road, Mount Sylvia","Lockyer Valley Regional Council"
602853,Entered,"Mount Tarampa State School","9 Profkes Road, Mount Tarampa","Somerset Regional Council"
602317,Entered,"Mountview House","37 Leichhardt Street, Spring Hill","Brisbane City Council"
600189,Entered,"Mowbray Park and East Brisbane War Memorial","38, 60 and 78 Lytton Road, East Brisbane","Brisbane City Council"
601219,Entered,"Mowbraytown Presbyterian Church Group","22-28 Mowbray Terrace, East Brisbane","Brisbane City Council"
600009,Entered,"Mt Cornish Homestead","Mt Cornish Homestead, Muttaburra","Barcaldine Regional Council"
600543,Entered,"Mt Garnet Mine Assay Office (former)","Zinc Road, Mount Garnet","Tablelands Regional Council"
602652,Entered,"Mt Spec Road and Little Crystal Creek Bridge","Mt Spec Road, Crystal Creek","Townsville City Council"
601913,Entered,"Mulgrave Shire Council Chambers (former)","51 The Esplanade, Cairns","Cairns Regional Council"
645601,Entered,"Mungana Archaeological Area",Mungana,"Mareeba Shire Council"
602594,Entered,"Muntapa Tunnel","Narko-Nutgrove Road, Cooyar","Toowoomba Regional Council"
602362,Entered,"Muralambeen Homestead","Off Bosworth's Road, Forrest Beach","Hinchinbrook Shire Council"
602812,Entered,"Murgon Civic Centre","62-70 Lamb Street, Murgon","South Burnett Regional Council"
650003,Entered,"Murgon State School","91 Gore Street, Murgon","South Burnett Regional Council"
601532,Entered,"Murphys Creek Railway Complex","Odin Street, Murphys Creek","Lockyer Valley Regional Council"
602370,Entered,"Murrumba Homestead Grounds (former)","38 Armstrong Street, Petrie","Moreton Bay Regional Council"
601499,Entered,"Musgrave House","8 Allpass Parade, Shorncliffe","Brisbane City Council"
600431,Entered,"Musgrave Telegraph Station (former)","Peninsula Development Road, Musgrave","Cook Shire Council"
601741,Entered,"Musket Villa","251 Lancaster Road, Ascot","Brisbane City Council"
602840,Entered,"Mutdapilly State School","4 Mutdapilly-Churchbank Weir Road, Mutdapilly","Scenic Rim Regional Council"
602805,Entered,"Myall Park Botanic Garden","Myall Park Road, Glenmorgan","Western Downs Regional Council"
602822,Entered,Myendetta,"Myendetta Station Quilpie Highway, Charleville","Murweh Shire Council"
600162,Entered,"Myer Store (former) [incorporating Miss Brisbane 600136]","110 Queen Street, Brisbane City","Brisbane City Council"
600133,Entered,"Naldham House","193 Mary Street, Brisbane City","Brisbane City Council"
602522,Entered,"Nambour Section of the Moreton Central Sugar Mill Cane Tramway","Mill Street, Currie Street, Howard Street, Nambour","Sunshine Coast Regional Council"
602525,Entered,"Nanango Butter Factory Building","George Street, Nanango","South Burnett Regional Council"
601571,Entered,"Nanango Court House","30 Henry Street, Nanango","South Burnett Regional Council"
600227,Entered,Nassagaweya,"37 Gray Road, West End","Brisbane City Council"
600141,Entered,"National Australia Bank","180 Queen Street, Brisbane City","Brisbane City Council"
600153,Entered,"National Australia Bank","308 Queen Street, Brisbane City","Brisbane City Council"
600616,Entered,"National Australia Bank","61 Churchill Street, Childers","Bundaberg Regional Council"
601542,Entered,"National Bank of Australasia Building (former)","11 Mill Street, Mossman","Douglas Shire Council"
600950,Entered,"National Hotel","35 Grafton Street, Warwick","Southern Downs Regional Council"
600101,Entered,"Naval Offices (former), Brisbane","3 Edward Street, Brisbane City","Brisbane City Council"
600239,Entered,"Naval Stores (former)","34 Amesbury Street, Kangaroo Point","Brisbane City Council"
601391,Entered,"Nazareth House","272 Wynnum North Road, Wynnum","Brisbane City Council"
601787,Entered,"Neal Macrossan Playground","14 Caroline Street, Paddington","Brisbane City Council"
601154,Entered,"Nebo Hotel","2 Reynolds Street, Nebo","Isaac Regional Council"
601534,Entered,"Nettle Creek Tin Dredge","Nettle Creek, Mount Garnet","Tablelands Regional Council"
602402,Entered,"New Farm Park","137 Sydney Street, New Farm","Brisbane City Council"
650043,Entered,"New Farm State School","Cnr James & Heal Streets, New Farm","Brisbane City Council"
602482,Entered,"Newmarket Air Raid Shelter","Enogerra Road, Newmarket","Brisbane City Council"
601357,Entered,"Newmarket Brickworks Chimney","117 Mina Parade, Alderley","Brisbane City Council"
650020,Entered,"Newmarket State School","320 Enoggera Road, Newmarket","Brisbane City Council"
600150,Entered,"Newspaper House","289 Queen Street, Brisbane City","Brisbane City Council"
602483,Entered,"Newstead Air Raid Shelter","Commercial Road, Teneriffe","Brisbane City Council"
601594,Entered,"Newstead Gasworks No.2 gasholder (remnants) and guide framing","70 Longland Street, Teneriffe","Brisbane City Council"
600265,Entered,"Newstead House and Park","199 Breakfast Creek Road, Newstead","Brisbane City Council"
600027,Entered,"Nindooinbah Homestead","Nindooinbah Connection Road, Nindooinbah","Scenic Rim Regional Council"
602499,Entered,"Ninney Rise and John Busst Memorial","405 Alexander Drive and Esplanade, Bingil Bay","Cassowary Coast Regional Council"
600536,Entered,"No. 1 Scottish Gympie Mine and Battery","Old Brisbane Road, Monkland","Gympie Regional Council"
602259,Entered,"No.53 RDF Station","Gulf Developmental Road, Mount Surprise","Etheridge Shire Council"
600361,Entered,"Noccundra Hotel","6 Wilson Street, Noccundra","Bulloo Shire Council"
602706,Entered,"Noosa River Caravan Park","Russell Street, Noosaville","Noosa Shire Council"
602181,Entered,"Norfolk Island Pine Trees","127 Shore Street North, Cleveland","Redland City Council"
602539,Entered,"Norman Hotel","102 Ipswich Road, Woolloongabba","Brisbane City Council"
650042,Entered,"Norman Park State School","68-88 Agnew Street, Norman Park","Brisbane City Council"
600737,Entered,"Normanby Homestead","Cunningham Highway, Warrill View","Scenic Rim Regional Council"
600283,Entered,"Normanby Hotel","1 Musgrave Road, Red Hill","Brisbane City Council"
601157,Entered,"Normanton Cemetery","Burke Developmental Road, Normanton","Carpentaria Shire Council"
601501,Entered,"Normanton Gaol","27 Haigh Street, Normanton","Carpentaria Shire Council"
600395,Entered,"Normanton Railway Terminus","Matilda Street, Normanton","Carpentaria Shire Council"
600396,Entered,"Normanton to Croydon Railway Line",Normanton,"Carpentaria Shire Council"
602698,Entered,"North Coast Roadside Rest Areas","Steve Irwin Way, Glenview","Sunshine Coast Regional Council"
601526,Entered,"North Ipswich Railway Workshops Complex","North Street, North Ipswich","Ipswich City Council"
600767,Entered,"North Pine Presbyterian Church (former)","901 Dayboro Road, Whiteside, Whiteside","Moreton Bay Regional Council"
602691,Entered,"North Pine Pumping Station","Lake Kurwongbah-Dayboro Road, Kurwongbah","Moreton Bay Regional Council"
601370,Entered,"North Rockhampton Borough Chambers","16-20 Bridge Street, Berserker","Rockhampton Regional Council"
602491,Entered,"Norton Goldfield","Norton Road, Nagoorin","Gladstone Regional Council"
602378,Entered,"Nostalgic Queen's Theatre","George Street, Wallumbilla","Maranoa Regional Council"
600571,Entered,Notnel,"6 Burnett Street, West Ipswich","Ipswich City Council"
600426,Entered,"Nuggety Gully Water Race and Chinese Camp","Mareeba Mining District, Lakeland","Cook Shire Council"
602419,Entered,"Numinbah Valley School of Arts","Nerang - Murwillumbah Road, Numinbah Valley","Gold Coast City Council"
602484,Entered,"Nundah Air Raid Shelter","Sandgate Road, Nundah","Brisbane City Council"
600271,Entered,"Nundah Cemetery","88 Hedley Avenue, Nundah","Brisbane City Council"
602119,Entered,"Nundah Fire Station (former)","7 Union Street, Nundah","Brisbane City Council"
650033,Entered,"Nundah State School","41 Bage Street, Nundah","Brisbane City Council"
601318,Entered,"O'Shea's Drayton Cottage","56 Gwynne Street, Drayton, Toowoomba","Toowoomba Regional Council"
601312,Entered,"Oak Lodge and Spreydon","7 Warra Street & 30 Rome Street, Newtown, Toowoomba","Toowoomba Regional Council"
645607,Entered,"Oaklands Sugar Mill Remnants","68-70 Captain Whish Avenue, Morayfield","Moreton Bay Regional Council"
600345,Entered,Oakwal,"50 Bush Street, Windsor","Brisbane City Council"
602199,Entered,"Oddfellows Home Hotel (former)","cnr Wantley Street, Warwick","Southern Downs Regional Council"
601363,Entered,"OK Mine & Smelter","2286 Nychum Road, Bellevue","Mareeba Shire Council"
600255,Entered,"Old Bishopsbourne Chapel","233 Milton Road, Milton","Brisbane City Council"
600254,Entered,"Old Bishopsbourne","233 Milton Road, Milton","Brisbane City Council"
601746,Entered,"Old Byfield Road and Stone-Pitched Crossing","Old Byfield Road, Byfield Creek","Livingstone Shire Council"
601839,Entered,"Old Cleveland Road Tramway Tracks","Old Cleveland Road, Carina","Brisbane City Council"
602374,Entered,"Old Croydon Cemetery","West of the railway station, Croydon","Croydon Shire Council"
600118,Entered,"Old Government House","2 George Street, Brisbane City","Brisbane City Council"
602210,Entered,"Old Laura Homestead","Lakefield National Park, Lakeland","Cook Shire Council"
600092,Entered,"Old Mineral House","2 Edward Street, Brisbane City","Brisbane City Council"
600209,Entered,"Old Museum Building","480 Gregory Terrace, Bowen Hills","Brisbane City Council"
600026,Entered,"Old Rainworth Stone Store","Wealwandangie Road, Springsure","Central Highlands Regional Council"
602201,Entered,"Old St Mark's Anglican Church","2 Boronia Drive, Daisy Hill","Logan City Council"
600108,Entered,"Old St Stephens Church","249 Elizabeth Street, Brisbane City","Brisbane City Council"
600566,Entered,"Old Town Hall","116 Brisbane Street, Ipswich","Ipswich City Council"
602339,Entered,"Old Westmoreland Homestead","150 km West-Northwest of Burketown, Burketown","Burke Shire Council"
601756,Entered,"Olsen's Home Hardware Store","110-114 Grafton Street, Warwick","Southern Downs Regional Council"
602074,Entered,Oogarding,"100 Simpsons Road, Bardon","Brisbane City Council"
600707,Entered,Oonooraba,"50 Pallas Street, Maryborough","Fraser Coast Regional Council"
601708,Entered,"Operations and Signals Bunker (former)","Off Stuart Drive, Wulguru","Townsville City Council"
602825,Entered,"Oribin Studio","16 Heavey Crescent, Whitfield","Cairns Regional Council"
602122,Entered,"Orient Hotel","560 Queen Street, Brisbane City","Brisbane City Council"
602393,Entered,"Original Maryborough Town Site","Russell Street, Maryborough","Fraser Coast Regional Council"
645606,Entered,"Ormiston Fellmongery","101-131 Sturgeon Street, Ormiston","Redland City Council"
600775,Entered,"Ormiston House Estate","Wellington Street, Ormiston","Redland City Council"
601856,Entered,"Ortona Mine and Battery","Forsayth-Agate Creek - Ortona (Iona) Station Road, Georgetown","Etheridge Shire Council"
600931,Entered,"Osler House","35 Sturt Street, Townsville","Townsville City Council"
601287,Entered,"Our Lady of the Sacred Heart Church","120 Douglas Street, Thursday Island","Torres Shire Council"
601585,Entered,"Our Lady of Victories Catholic Church","29 Cintra Road, Bowen Hills","Brisbane City Council"
600521,Entered,"Our Lady Star of the Sea Church & School","Goondoon Street, Gladstone","Gladstone Regional Council"
602447,Entered,"Oxley War Memorial","1218 Oxley Road, Oxley","Brisbane City Council"
600598,Entered,"Ozanam House","66 Roderick Street, Ipswich","Ipswich City Council"
650053,Entered,"Pacific Islander Hospital and Cemetery site, Tinana","cnr Genrich Road and Bluebell Road East, Tinana","Fraser Coast Regional Council"
601654,Entered,"Paddington Antiques Centre","163-169 Latrobe Terrace, Paddington","Brisbane City Council"
601831,Entered,"Paddington Water Tower","16 Garfield Drive, Paddington","Brisbane City Council"
600623,Entered,"Palace Hotel","72 Churchill Street, Childers","Bundaberg Regional Council"
600219,Entered,"Palma Rosa","9 Queens Road, Hamilton","Brisbane City Council"
600427,Entered,"Palmer Goldfield Mining Landscape","Palmer Goldfield Resources Reserve, Palmer","Cook Shire Council"
601871,Entered,"Palmer River Gold Company Dredge","TO BE DETERMINED, To Be Identified","Cook Shire Council"
601711,Entered,"Palmwoods to Buderim Tramway Track Foundation and Formwork Remnants","Telco Road, Buderim","Sunshine Coast Regional Council"
600083,Entered,"Pancake Manor","10 Charlotte Street, Brisbane City","Brisbane City Council"
601848,Entered,"Pandanus Creek Battery","Via Ravenswood to Mingela Road, Ravenswood","Charters Towers Regional Council"
601618,Entered,"Paragon Theatre","75 Churchill Street, Childers","Bundaberg Regional Council"
600069,Entered,"Parliament House","69 Alice Street, Brisbane City","Brisbane City Council"
602017,Entered,"Paronella Park, Mena Creek Falls and Mena Creek Environmental Park","Mena Creek-Jappoon Road, Mena Creek","Cassowary Coast Regional Council"
600761,Entered,"Paroo Shire Honour Board","16 John Street, Cunnamulla","Paroo Shire Council"
600388,Entered,"Parson's Inn","Raglan Station Road, Raglan","Gladstone Regional Council"
602705,Entered,"Peachester Public Dip","Peachester Road, Peachester","Sunshine Coast Regional Council"
601882,Entered,"Pechey Forestry Arboretum","New England Highway, Pechey","Toowoomba Regional Council"
601091,Entered,"Peel Island","Peel Island, Moreton Bay","Redland City Council"
601169,Entered,"Pelota Mano Court","Trebonne Road, Trebonne","Hinchinbrook Shire Council"
600096,Entered,"People's Palace","308 Edward Street, Brisbane City","Brisbane City Council"
600912,Entered,"Perc Tucker Regional Gallery","253-259 Flinders Street, Townsville","Townsville City Council"
600103,Entered,"Perry House","167 Albert Street, Brisbane City","Brisbane City Council"
600159,Entered,"Petrie Bight Retaining Wall","443-501 Queen Street, Brisbane City","Brisbane City Council"
602841,Entered,"Petrie State School","42 Dayboro Road (Brisbane Woodford Road), Petrie","Moreton Bay Regional Council"
601894,Entered,"Petrie Terrace Police Depot (former)","25-61 Petrie Terrace, Petrie Terrace","Brisbane City Council"
602819,Entered,"Pettigrew's Cooloola Timber Tramway Complex","Cooloola Recreation Area Great Sandy National Park, Cooloola","Gympie Regional Council"
600410,Entered,"Pfeiffer House (former)","2-6 Paull Street, Charters Towers","Charters Towers Regional Council"
600300,Entered,"Phoenix Building","647 Stanley Street, Woolloongabba","Brisbane City Council"
650026,Entered,"Pialba Memorial Cenotaph","Freedom Park, Main Street, Pialba","Fraser Coast Regional Council"
602231,Entered,"Picnic Bay Jetty","Esplanade, Magnetic Island","Townsville City Council"
601205,Entered,"Picnic Point and adjacent Parkland","168 Tourist Road, Rangeville, Toowoomba","Toowoomba Regional Council"
600861,Entered,"Pigott's Building","381-391 Ruthven Street, Toowoomba","Toowoomba Regional Council"
600338,Entered,"Pilot Officer Geoffrey Lloyd Wells Memorial Seat","103 Stanley Terrace, Taringa","Brisbane City Council"
600004,Entered,"Pimpama & Ormeau War Memorial","Pacific Highway, Pimpama","Gold Coast City Council"
601655,Entered,"Pindi Pindi Brickworks (former)","Off Bruce Highway, Pindi Pindi","Mackay Regional Council"
600768,Entered,"Pine Rivers Shire Hall (former)","238 Gympie Road, Strathpine","Moreton Bay Regional Council"
602453,Entered,"Pinkenba War Memorial","Eagle Farm Road, Pinkenba","Brisbane City Council"
600688,Entered,"Pioneer Cottage Buderim","5 Pioneer Crescent, Buderim","Sunshine Coast Regional Council"
602603,Entered,"Pioneer Shire Council Building (former)","1 WOOD STREET, Mackay","Mackay Regional Council"
601916,Entered,"Pittsworth Shire Council Chambers and Shire Hall (former)","Short Street, Pittsworth","Toowoomba Regional Council"
600294,Entered,"Plough Inn","South Bank Parklands, South Brisbane","Brisbane City Council"
601725,Entered,"Plumb's Chambers","84 Fitzroy Street, Warwick","Southern Downs Regional Council"
602808,Entered,"Poeppel Corner","South-west Queensland, on border corner with South Australia and Northern Territory Simpson Desert National Park, Poeppel Corner","Diamantina Shire Council"
602261,Entered,"Point Lookout Foreshore","East Coast Road, Point Lookout, North Stradbroke Island","Redland City Council"
601153,Entered,"Police Reserve Complex (former)","Samwell Street, Croydon","Croydon Shire Council"
601152,Entered,"Police Station and former Courthouse and Cell Block","Macartney Street, St Lawrence","Isaac Regional Council"
600356,Entered,"Pollock's Shop House","617-619 Stanley Street, Woolloongabba","Brisbane City Council"
602515,Entered,"Pomona Police residence (& former station), lock-up and courthouse","Red Street, Pomona","Noosa Shire Council"
601334,Entered,"Port Curtis Co-operative Dairy Association Ltd Factory (former)","6 Short Street, Gladstone","Gladstone Regional Council"
602711,Entered,"Port Curtis Sailing Club Clubhouse","1 Goondoon Street, Gladstone","Gladstone Regional Council"
600465,Entered,"Port Douglas Court House Museum","25 Wharf Street, Port Douglas","Douglas Shire Council"
600466,Entered,"Port Douglas Wharf and Storage Shed (former)","6 Dixie Street, Port Douglas","Douglas Shire Council"
600098,Entered,"Port Office Hotel","40 Edward Street, Brisbane City","Brisbane City Council"
600691,Entered,"Post Office Hotel","Bazaar Street, Maryborough","Fraser Coast Regional Council"
600206,Entered,"Potters Gallery","483 Brunswick Street, Fortitude Valley","Brisbane City Council"
602253,Entered,"Potters House","513 Sturt Street, Townsville","Townsville City Council"
602856,Entered,"Prenzlau State School","357 Prenzlau Road, Prenzlau","Somerset Regional Council"
600212,Entered,"Prince Consort Hotel","230 Wickham Street, Fortitude Valley","Brisbane City Council"
600353,Entered,"Princess Theatre","8 Annerley Road, Woolloongabba","Brisbane City Council"
600945,Entered,"Pringle Cottage","81 Dragon Street, Warwick","Southern Downs Regional Council"
601573,Entered,"Proserpine Hospital","Herbert Street, Proserpine","Whitsunday Regional Council"
602709,Entered,"Public Air Raid Shelter, Landsborough Railway Station","Cribb Street, Landsborough","Sunshine Coast Regional Council"
602139,Entered,"Public Reserve incorporating the Privy Pit and Site of Convict Barracks and Store","Junner Street, Dunwich, North Stradbroke Island","Redland City Council"
600068,Entered,"Public Works Depot","210 Alice Street, Brisbane City","Brisbane City Council"
602434,Entered,"Purga Aboriginal Cemetery","Carmichaels Road, Purga","Ipswich City Council"
601616,Entered,"Purga United Church","Boonah Road, Purga","Ipswich City Council"
600664,Entered,"Qantas Museum/Former Qantas Hangar","Landsborough Highway, Longreach","Longreach Regional Council"
600663,Entered,"QATB Centre (former)","111 Ibis Street, Longreach","Longreach Regional Council"
600829,Entered,"Quart Pot Creek Rail Bridge","Quart Pot Creek, Stanthorpe","Southern Downs Regional Council"
602232,Entered,"Quartz Hill Coach Change Station Site and Cemetery","Via Mount Surprise, Mount Surprise","Etheridge Shire Council"
600185,Entered,"Queen Alexandra Home","347 Old Cleveland Road, Coorparoo","Brisbane City Council"
600586,Entered,"Queen Victoria Silver Jubilee Memorial Technical College","88 Limestone Street, Ipswich","Ipswich City Council"
600708,Entered,"Queen's Park","Sussex Street, Maryborough","Fraser Coast Regional Council"
602356,Entered,"Queen's Park","Milford Street, Ipswich","Ipswich City Council"
600896,Entered,"Queens Building","175 Flinders Street, Townsville","Townsville City Council"
600112,Entered,"Queens Gardens","144 George Street, Brisbane City","Brisbane City Council"
601765,Entered,"Queens Gardens","Paxton Street, North Ward","Townsville City Council"
600909,Entered,"Queensland Building","104-106 Flinders Street, Townsville","Townsville City Council"
600113,Entered,"Queensland Club","19 George Street, Brisbane City","Brisbane City Council"
600558,Entered,"Queensland Country Women's Association Girls' Hostel","5 Brisbane Street, Ipswich","Ipswich City Council"
602844,Entered,"Queensland Cultural Centre","Grey Street, South Brisbane","Brisbane City Council"
602134,Entered,"Queensland National Bank (former), South Brisbane Branch","39 Melbourne Street, South Brisbane","Brisbane City Council"
600610,Entered,"Queensland National Bank (former)","50 Churchill Street, Childers","Bundaberg Regional Council"
600678,Entered,"Queensland National Bank (former)","Jessie Street, Irvinebank","Mareeba Shire Council"
600694,Entered,"Queensland National Bank (former)","327 Kent Street, Maryborough","Fraser Coast Regional Council"
600757,Entered,"Queensland National Bank (former)","87 Alfred Street, Charleville","Murweh Shire Council"
