id,document,tag,content
557,Hopkins-Weise_Pratt_2001_The scarlet legacy.pdf.tx,Military,"another aspect to the role of the Military Guard on St Helena was the unenviable position in which soldiers might at any time find themselves called upon the fire on prisoners. Such a situation was a glaring potential conflict between Army and civil jurisdiction, as it was liability in case of death or injury that might be inflicted by a soldier. Such a situation was a glaring potential conflict between military and civil jurisdiction since whatever action a soldier took in performing his duty which may have resulted in the death or injury of a prisoner did not exempt him from prosecution under either codes of law. In June 1868, Captain Eden requested through Visiting Justice Barron, that the `instructions for the guidance of the Military Guard’ be amended by the Government so as to provide more detail than those already in use on St Helena. After receiving the Government’s response, Captain Eden replied on 16 June: I believe it to be necessary, before these instructions can be put in force, that some addition to them should be made, that shall regard the necessity for using the loaded Rifles put into the soldiers hands, and explicitly set down when, and from whom an order to fire on a `prisoner’ shall be considered valid, and an exemption from any ulterior consequences that might arise out of such as act, the result of which was the wounding or death of a Prisoner. I am convinced that some rule providing for an emergency of this sort should be laid down and thus tend towards the greater efficiency of the St Helena Detachment. Rule No.11, of `General Instructions’ only forbids the discharge of a Rifle without the Superintendents sanction with a view to prevent any false alarm, and, consequently, denies the Soldier that means of giving warning when a real alarm is necessary, which, it is to be presumed, may occur [soon?] at St. Helena. (146)"
558,Hopkins-Weise_Pratt_2001_The scarlet legacy.pdf.tx,Military,"the soldiers who were employed as part of St Helena’s Military Guard detachment during 1867-69, these Imperial troops nonetheless played an important temporary prison staffing role while the penal establishment was being constructed. (147) The prison stockade was not finished until 1868, during which time these soldiers were especially important for mounting guards over the various prisoner work gangs and manning strategic posts on the island."
559,Hopkins-Weise_Pratt_2001_The scarlet legacy.pdf.tx,Military,"Amongst the findings of the 1869 Select Committee into expenditure and management on St Helena, exists a breakdown of the annual costs involved with the Military Guard: Original payment, by Government, for fifteen privates and one non-commissioned officer—in all sixteen men—at 40 [pounds sterling] per annum: Total = 640 [pounds sterling] 0s. 0d. Extra allowance to fifteen privates for acting as a penal guard, at 1s. per diem: Total = 273 [pounds sterling] 15s. 0d. Extra allowance to one non-commissioned officer, for penal guard, at 2s. 6d. per diem: Total = 45 [pounds sterling] 12s. 6d. Total Cost of the `extra allowances’ for the 15 privates and 1 NCO: = 319 [pounds sterling] 7s. 6d. Rations for sixteen men, as above, at 10 [pounds sterling] Ss. 4d. each per annum: = 164 [pounds sterling] 5s. 4d. Total cost for military guard = 1,123 [pounds sterling] 12s. 10d. (148)"
560,Hopkins-Weise_Pratt_2001_The scarlet legacy.pdf.tx,Military,"Departure of the Last Imperial Garrison in Moreton Bay, March 1869"
561,Hopkins-Weise_Pratt_2001_The scarlet legacy.pdf.tx,Military,"Queensland experienced the garrison service of elements of the 50th Regiment until ordered to rejoin the main body of the Regiment for departure for England in 1869. The 50th detachment subsequently embarked aboard the troopship Himalaya on 10 March, departing Moreton Bay on 11 March. (150)"
572,Kerkhove_Eulope (c.pdf.txt,Military,"In stature and facial appearance he was said to have resembled Napoleon Bonaparte. Perhaps for this reason, but more likely because of ‘his daring courage and opposition to the military when they … took possession of Amity Point’ (Colonial Times 1850, 4), the first colonial settlement on Stradbroke Island, British soldiers knew him as ‘Napoleon,’ ‘Bonaparte,’ or ‘Boney.’"
573,Kerkhove_Eulope (c.pdf.txt,Military,"In 1827 Eulope apparently threw a spear at a prison guard and stole a steel axe from Dunwich, a second military post on Stradbroke Island. As punishment, and because the Dunwich soldiery had noted his rebellious tendencies, Captain Patrick Logan exiled him to Noogoon, an uninhabited island in Moreton Bay. In various letters, Logan began referring to Noogoon as ‘St Helena’ in mocking reference to the place of Emperor Napoleon’s imprisonment. By the mid-nineteenth century, this name was in regular use for the island."
574,Kerkhove_Eulope (c.pdf.txt,Military,"Unbeknown to Logan, Eulope’s imprisonment on Noogoon only lasted three days. Eulope knew the island very well, as it was a regular resort for his people for turtle and flying fox hunting, and for harvesting tulipwood (used for spears). He ‘simply stripped a sheet of bark, sewed both ends, and paddled back to Stradbroke’ (Meston 1903, 8) where he was able to keep his identity hidden for a time. Various resistance activities were subsequently organised, probably by Eulope, culminating in the Battle of ‘Narawai (near Moongalba) in around 1830 in which a dozen or so British soldiers and convicts were lured into swamps to fight Eulope’s warriors. Eventually, the British conceded defeat and called a truce."
645,Queensland Government_2015_Saint Helena Island.pdf,Military,"A bakehouse, wash house, kitchen, punishment cells and a convalescent ward for sick prisoners were also built. On the rising ground behind these buildings, a large timber structure housed store rooms, doctors rooms, clerks rooms, quarters for twelve military personnel and one of<U+FFFD>cer, and accommodation for ten warders. Also on rising ground, though separate, was a <U+FFFD>ve room cottage for the superintendent in an acre of fenced land."
416,Australia For Everyone_Queensland.pdf.txt,modern St Helena,"approximately 8 km north-east of the Brisbane suburb of Manly, St Helena Island is Queensland’s first ‘Historic Site’ National Park."
417,Australia For Everyone_Queensland.pdf.txt,modern St Helena,"has open, grass covered slopes, a steep eastern escarpment leading to an extensive mangrove forest, a limited beach area adjacent to spreading mudflats on the southern shore, and the ruins of a prison built in the last century."
422,Australia For Everyone_Queensland.pdf.txt,modern St Helena,One remaining wooden building has been carefully restored and now houses a museum. Together these structures and landscapes allow imaginative reconstruction of the life and atmosphere on the island during the prison days.
424,Australia For Everyone_Queensland.pdf.txt,modern St Helena,waters surrounding St Helena Island are popular for fishing and crabbing. The grassed flats in the unrestricted zone are ideal for picnicking and ball games. The mud flats to the south-east at low tide expose a wealth of surprises for the beachcomber. Guided tours of the ruins give an insight to the penal and social aspects of the mid 18OO’s to early 1900’s.
425,Australia For Everyone_Queensland.pdf.txt,modern St Helena,"7km north-east of Manly, a suburb of Brisbane, and 45 minutes by boat. Regular ferry services depart from Manly and New Farm."
426,Australia For Everyone_Queensland.pdf.txt,modern St Helena,"southern corner of the island is open to the public without a tour guide. The rest of the island, including the prison ruins, is a restricted access area and entry is by guided tour only."
442,Boggo Road Gaol Historical Society_St Helena Islan,modern St Helena,in 1979 the island became a National Park and the following year it was gazetted as Queensland’s first Historic Area.
443,Brismania_2019_Day 148.pdf.txt,modern St Helena,"For the poor souls incarcerated on St Helena Island it was hell on earth, but a century later it’s a picturesque destination with fascinating remnants of its past."
444,Brismania_2019_Day 148.pdf.txt,modern St Helena,"For 65 years, St Helena was the scene of some brutal business, but these days it’s a historic national park (Queensland’s first when it was declared in October 1979)"
446,Brismania_2019_Day 148.pdf.txt,modern St Helena,"access to most of the prison ruins is by guided tour only, and also, this team brings history to life, led by suitably attired “prisoners” and their “guard” Andre who has many a good yarn to tell about Brisbane history generally and St Helena specifically. Almost immediately he sets the record straight. St Helena never was a place for convicts."
461,Brismania_2019_Day 148.pdf.txt,modern St Helena,"Stone ruins of the blacksmith shop where leg irons were removed, the stockade, cells, a museum and accommodation for warders dot the island, each with a story to tell. And while this makes fascinating viewing for visitors it is also a reminder of a grim past, when prisoners were forbidden to speak and were flogged until skin became bone. It was a “silent island” and speaking was a serious offence"
496,"Department of Environment and Science_2005_Nature,",modern St Helena,"October 1979, the island was gazetted as a national park, to be conserved as an historic site. Today, the Queensland Parks and Wildlife Service works toward preserving the ruins and artefacts from further degradation and accurately presenting the park and its history to visitors."
504,"Department of Environment and Science_2005_Nature,",modern St Helena,"original dry vine forest was cleared, some natural regrowth and revegetation has occurred."
505,"Department of Environment and Science_2005_Nature,",modern St Helena,"Mangroves and mud flats provide an essential nursery for juvenile fish, crabs and shellfish. Dolphins, turtles and occasionally dugongs can be seen surfacing above the waters of Moreton Bay around the island. St Helena Island has been internationally recognised as an important site for migratory wading birds. Each summer, these birds can be seen feeding around the shoreline before their marathon flight north. During winter, birds of prey such as kites, ospreys and sea eagles can be seen soaring above the island. Moreton Bay has been designated as a Wetland of International Importance under the Ramsar Convention."
524,"Greenhill_2022_St Helena, formerly “the hell hole",modern St Helena,"island was handed back to the State Government in 1939 and leased as a dairy farm until 1973. 4IP Radio Ipswich leased part of North Point to build a radio station in 1974. The island was gazetted as a National Park on the 1st of October 1978, then as a historical area on the 7th of October 1979. The first Park Ranger was appointed in 1981."
525,"Greenhill_2022_St Helena, formerly “the hell hole",modern St Helena,Coral dredging commenced on the eastern side of the island in1983.
526,"Greenhill_2022_St Helena, formerly “the hell hole",modern St Helena,island was added to the Queensland Heritage Register in 1992.
527,"Greenhill_2022_St Helena, formerly “the hell hole",modern St Helena,"October 1986, a new, long jetty was opened on the southwestern point. A horse-drawn wagon conveyed visitors up the hill to view the remains until 1996 when the local Rotary Club took over with their diesel-powered train. This service could not be run at a profit and closed in 2002. The Queensland Prison and Penal Historical Association was formed in 2004 to provide tour guides, compile research, and promote the island. Today the island is under the care of the State Government’s Parks and Wildlife Department, with the park warden operating out of Fort Lytton. Some excellent tours depart from Many Boat Harbour."
585,Keys_2020_Sharing the waterways.pdf.txt,modern St Helena,"has attracted tourists and school groups since the 1970s, was declared a Historic Area in September 1979; it is on the Queensland Heritage List and currently managed by Queensland National Parks."
660,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,In 1979 the island became the <U+FFFD>rst ‘historic’ National Park in Queensland in recognition of the signi<U+FFFD>cance of the island’s past and those buildings which remained. The island is now an open air museum and studies have been made of the island’s history and of the ruins of the prison. Conservation and reconstruction work has been carried out on the surviving buildings and interpretive signage has been installed. In 1997 the Rotary Club of Wynnum/Manly constructed a tram track between the jetty and the principal group of buildings partially following the route of the old tramline
663,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,A causeway of stepped stone blocks with a rubble core which extends approximately 360 metres into the Bay from the south west corner of the island. A timber jetty extends for some distance beyond the causeway and carries the tram lines. The remains of a bathing enclosure of vertical train lines is near the seaward end of the jetty. Near the landward end of the causeway is wall and rubble from the stone boathouse.
664,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,"On the western side of the island is the prison compound site with the remains of late nineteenth century gaol buildings. This area also includes underground tanks, sections of stone wall and traces of the tramway route. Substantial remains include those of the stores, a long, single storey gabled structure built of rendered local stone with brick quoins and door and window reveals. A platform of rendered stone used for loading runs along the north western wall of this building, which has four rooms, the largest containing a loading bay. The barred grilles to the windows survive and conservation work has recently been carried out to the stone and brickwork of the walls. It has no roof."
665,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,"Near the stores is the former blacksmith shop. It is a simple rectangular building of large stone blocks and has gabled ends. Stone walls remain from a small of<U+FFFD>ce building, a ward building, a bakehouse, gas house lime house and lumber shed. There as small unidenti<U+FFFD>ed structures in the site of C yard and near the bakehouse."
666,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,Further towards the shore there is a low <U+FFFD>at area that was used for prison animals. The only substantial remains of the complex of yards and buildings is the former fodder shed. It is a rectangular stone building with gabled ends and an iron roof. Concrete <U+FFFD>oors from the piggeries and several wells can be seen.
667,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,"To the north of the prison buildings is the Chief Warder’s house and its detached kitchen. The house is a weatherboard building and has been fully repaired and reconstructed. The detached timber kitchen has recently been conserved. Both are roofed with corrugated iron sheeting. There is a timber laundry building near the house. The site of warders’ cottages, the school and church is on the eastern side of the island."
668,Queensland Government_2015_Saint Helena Island.pdf,modern St Helena,"To the south of the prison compound are the remains of the sugar mill and silos and the remains of tramway earthworks linking them to the main complex and jetty. Further south, near the shore line, is the graveyard. It has been fenced with modern plain timber pickets and has over <U+FFFD>fty precast concrete crosses with numbers, rather than names, in four rows. These mark the burials of prisoners. Nearby, in a separate section, are civilian burials of which <U+FFFD>ve headstones stand. Some of the inscriptions are no longer readable. Further west along the shore line is the lime kiln constructed of bricks and large blocks of cay sandstone. Between the kiln and causeway and a little further inland is the quarry used to obtain building stone and the midden is close to this."
698,St Helena Island National Park Historic Area.pdf.t,modern St Helena,"The surviving remnants of the complex provide important evidence of prison design and practice of the nineteenth and early twentieth centuries as well as building methods, landscape and garden design of this period"
705,St Helena Island National Park Historic Area.pdf.t,modern St Helena,"leased for agricultural and pastoral purposes until its declaration as a National Park in 1979. In 1980 it was further declared an historic area, the first in Queensland. Grazing leases were finally resumed in 1985."
706,St Helena Island National Park Historic Area.pdf.t,modern St Helena,"About 75.1ha, St Helena Island, 8km north-east of Manly in Moreton Bay, comprising National Park 3004."
725,St Helena Island_St Helena Island National Park Hi,modern St Helena,"Today, approximately 7% only of the original structures remain and these are mostly the ones that were built from beachrock or brick. Restoration costs would be prohibitive so preservation of the remaining structures is the order of the day."
780,Whittington_2019_Island groans with its penal past,modern St Helena,"For 65 years, St Helena was the scene of some brutal business, but these days itís a historic national park (Queenslandís <U+FFFD>rst when it was declared in October 1979)"
785,Whittington_2019_Island groans with its penal past,modern St Helena,jetty built in 1988 to connect to a stone causeway built across the mud<U+FFFD>at by prison labourers
786,Whittington_2019_Island groans with its penal past,modern St Helena,At the tip of the original causeway is a ďswimming poolĒ. Prisoners placed steel tram tracks vertically into the water to make an enclosure for wardens to swim safely away from sharks.
831,01 Sep 1921 - PRISON CHANGES..pdf.txt,new & minor offenders mixing with hardened criminals,"Home Secretary to-day. Mr. M’Cormack said he considered it fatal to associate short sentence prisoners, convicted of minor offences, with the burglar and other professional criminals."
7,01 Sep 1921 - PRISON CHANGES..pdf.txt,new & minor offenders mixing with hardened criminals,dangers arising by allowing old hands to associate with the first offender.
78,05 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"men who, either because they were “narks” or had an unhappy faculty for getting themselves disliked, had passed a time of extreme misery which was intensified in their jealous souls by the sight of other men with more “nous” getting through in comfort and something like luxury."
82,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,prisoners themselves.” The “heads” -the “professors of the University of Crime” - the distinguished members of THE CLEVER BRIGADE.
83,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"there is sufficient “oversee-ing” (a warder continually in sight) to limit their corruption to vile conversa-tion, and the almost continual glorifica-tion of law-breaking of every kind, the conditions make it a million to one against any young prisoner coming out of St. Helena with the little good he might have possessed when he entered the establishment."
84,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"The rule of the Clever Brigade (which is asserted by acts of tyranny whenever a warder’s eye is off, and verbal torment nearly al-ways) and their instructions constitute a scandal of such atrocity that it could hardly be exaggerated."
85,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,devilish thoroughness with which this organisation does its work of verbal corruption
86,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"A young man no sooner enters the gaol than he is in its clutches. And if he is not prepared to renounce every better instinct he may possess and bow his neck to the “tyrants” - if, although he has tripped and fallen, he hesitates to descend to the lowest level and wallow in their mire - he is subjected to treat-ment which must sooner or later ex-terminate every decent impulse."
87,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"these wily “professors” are too artful to be caught at their worst acts of verbal corruption, and the novice is immediately branded as a “policeman” for reporting an offence, and soon learns something-of the snake-like methods by which this league of in-carnated devils carry out their system of retribution."
88,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,the tyranny of the “Clever Brigade” is founded on a low cunning and cowardice which effectually shields it from detection — because its methods are invested with PERVERTED CLEVERNE5S — its veiled and diplomatic anarchy is none the less atrocious.
91,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"the men work all day together,"
92,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"When a young man, who is a “first timer,” reaches St. Helena, he is put into “D yard” until he has completed a stated por-tion of his sentence. During that period he spends his nights locked in a cell, and the days (with the exception of the eight hours he may be working) in the company of every class in the gaol, for the men with any number of convictions stay in the same yard."
93,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"If the “first timer” reaches St. Helena a day, a week, or a fortnight after conviction, he remains with this select company of “professors” for the remainder of his “probation.”. And after the “Clever Brigade” have thus had time to lay the foundation of his education’ he is put in “A” or “F” yards, and the farce of “separation” is continued ."
99,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"sit all day next to one who (according to his own tales of adventures) had tied bank officials and police all up in knots, and was doing a long term for WRITING BAD CHEQUES"
100,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,educating this “first timer” (who cannot read) in a right direction).
101,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,new & minor offenders mixing with hardened criminals,"easily led makes them the natural prey of the professional crook, into whose company our “reformatory” system forces him."
177,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,the time I spent there I met and hobnobbed with some of the most confirmed criminals in this or any other State
188,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,A bad prisoner is ten times a greater infliction to his fellows than half a dozen bad “screws.”
189,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"I remember two men, “Wingey G—” and “Long - who were pimps and narks of the worst description. The one-handed crea-ture could fight some, and a jab from his stump was no joke. One day he was having a go with a lesser man, and things looked as if he might have a win. But he got two or three sly pokes, and he was “settled?"
190,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"I saw a big black fel-low named Columbus, who used to eat raw shark as King Thakombau of Fiji would revel in fat parson, kicked all over the yard by nearly every man in it."
191,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"The biggest man in the boob was long Jim M—, who often skited about the pugs he had beaten. Paddv M— was a much lesser man than Jim, and could go some. There was no love lost between the pair, and it was only a question of time and opportunity when they would get to “holts.” Both came one day in the “silo” pit."
193,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"heat and the nature of the work got on the nerves of the two ene-mies. They were not long in the pit before it was flannels off and bare knuckles. Three good rounds were fought. There wss much thumping, much gore, and no hugging and caressing such as one gets such a surfeit of at the Stadium. After that weight told, and Paddy cried a “go.” He was defeated"
194,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,long-sentence men are known as “heads.”. These who have friends outside who can send to them manage to live fairly well.
195,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"In my time there was much corruption among the officials. One man was said to have a farm, for which all the harness required was made in the prison workshops and worked away by the aid of prisoners “in the joke,” who were paid with tobacco."
196,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,"From my own experience of the uselessness of prison discipline as a reformative, and from my knowledge that the men “in-side the walls” are in the main no different from those on the outside, with the exception that they have been found out, I am not surprised at officials being corrupt"
198,12 Feb 1911 - DE PROFUNDIS..pdf.txt,new & minor offenders mixing with hardened criminals,on a recent Melbourne Cup a prisoner “bookie” held no less than 700 “figs” in his bag. How did that tobacco get there?
227,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"obscene conversations carried on with the connivance of, or winked at by, the warders, and the initiation of youthful criminals into deeper degrees of vice by past ministers in the art."
229,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"he alleges that from 6 p.m. to 11 and 12 midnight every night, those who are unfortunate enough to be confined in the wards have no option but to listen to filthy discourses on the most loathsome of prostitutes, the most depraved and pugilists, and the most incorrigible of criminals, and even worse. The older criminals seem to seek to out-rival their compeers, and the warders give tacit sanction, if not encouragement, to what goes on."
230,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"some time ago a certain section of the warders represented to the Home Secretary the internal rottenness of the institu-tion, and petitioned for the removal of those who by their apathy, or worse, con-sented to such a state of things."
242,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"Most of the crook work is done by a clique of long sentence criminals, men who have done time in most of the jails of the States, and who are intimately acquainted with ALL THE ROPES. Men who boast that there is no point with which they are unacquainted, and who look on their juniors in vice as “mugs.”"
245,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"They had tobacco, and could pay the prisoners in the kitchen. If you are not installed in their good graces, you cannot obtain the tobacco to get these things done."
247,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"Another villainous habit prevalent in St. Helena is that of members of the clique congregating in the closets and there settling the details of any particular vil-lainy they may have in hand. Any of the younger hands initiates, so to speak, in vice who may put in an appearance in these sties being looked upon as interlopers and very quickly being given to under-stand that their room is wanted and not their company."
248,20 Aug 1905 - ST. HELENA SCANDALS.pdf.txt,new & minor offenders mixing with hardened criminals,"There is a prisoner at the island who used to buy up all the socks, braces, towels, etc., that he could. For a quarter stick of tobacco, the value of which is about twopence, he used to purchase SOCKS WORTH A SHILLING a pair. For braces which cost 2s, 6d. he would give three-quarters of a plug. A warder used to supply him with tobacco. He gave the things which he had bought to the warder after he had removed the brands which are put on them when they arrive at St. Helena. The warder allowed him a commission on all he bought. Our correspondent says he firmly believes that the authorities knew that this most de-spicable form of collusion was being carried on, because he had been assured that a prisoner had reported it."
347,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,new & minor offenders mixing with hardened criminals,"ome go to their trades — saddlery, boot making, tailoring and so on, while the others go TO OUTSIDE WORK, odd jobs about the island, chipping in the fields, cart driving, and so on."
359,23 Apr 1905 - ST. HELENA GAOL GRIEVANCES..pdf.txt,new & minor offenders mixing with hardened criminals,"most men far prefer the cells to the wards, and It is no wonder when one considers the talk likely to be carried on between 12 desperate men deprived of their liberty, and reflects on the filthy crimes which it is openly said are, at times, committed by them."
397,26 Jul 1914 - ST. HELENA PENAL ESTABLISHMENT..pdf.,new & minor offenders mixing with hardened criminals,"some good warders on St. Helena— men who know how to manage prisoners. Their op-portunities are marred by pimps tell-ing tales, mostly a pack of lies."
802,Whittington_2021_Island of the damned.pdf.txt,new & minor offenders mixing with hardened criminals,"crime and villainy of every description is allowed to herd with the lad sent here for a, perhaps, venial offence.”"
803,Whittington_2021_Island of the damned.pdf.txt,new & minor offenders mixing with hardened criminals,many a young man came out with his criminal education complete.
72,05 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,"An examination, more or less cursorv, by the doctor, always precedes removal from Brisbane and the vicinity of the hospital"
73,05 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,prisoners are so anxious to get sent to the “Rock” that they often conceal afflictions to prevent further de-tention in Boggo-road.
75,05 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,"When the morning for departure come, the little escort is lined up in its drab prison garb and handcuffed in twos on to a long chain such as serves to keep a team of bullocks together."
76,05 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,"In “Black Maria” they are conveyed to the Otter, and until they arrive at the St. Helena wharf are objects of callous curiosity, cruel criticism, and malevolent scorn on the part of the virtuous passengers whose sins have not yet found them out."
77,05 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,"brazenly “cadged” cigarettes and “chews” when the warders’ backs were turned, and spoke in terms of such glow-ing enthusiasm of the pound of steak and quart of tea they were to get on arrival"
86,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,on entry to penal establishment,"A young man no sooner enters the gaol than he is in its clutches. And if he is not prepared to renounce every better instinct he may possess and bow his neck to the “tyrants” - if, although he has tripped and fallen, he hesitates to descend to the lowest level and wallow in their mire - he is subjected to treat-ment which must sooner or later ex-terminate every decent impulse."
87,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,on entry to penal establishment,"these wily “professors” are too artful to be caught at their worst acts of verbal corruption, and the novice is immediately branded as a “policeman” for reporting an offence, and soon learns something-of the snake-like methods by which this league of in-carnated devils carry out their system of retribution."
92,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,on entry to penal establishment,"When a young man, who is a “first timer,” reaches St. Helena, he is put into “D yard” until he has completed a stated por-tion of his sentence. During that period he spends his nights locked in a cell, and the days (with the exception of the eight hours he may be working) in the company of every class in the gaol, for the men with any number of convictions stay in the same yard."
93,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,on entry to penal establishment,"If the “first timer” reaches St. Helena a day, a week, or a fortnight after conviction, he remains with this select company of “professors” for the remainder of his “probation.”. And after the “Clever Brigade” have thus had time to lay the foundation of his education’ he is put in “A” or “F” yards, and the farce of “separation” is continued ."
100,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,on entry to penal establishment,educating this “first timer” (who cannot read) in a right direction).
101,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,on entry to penal establishment,"easily led makes them the natural prey of the professional crook, into whose company our “reformatory” system forces him."
176,12 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,"All new-comers spend from three to nine months — according as they are first, second, or third offenders — in the D (probation) yard,"
179,12 Feb 1911 - DE PROFUNDIS..pdf.txt,on entry to penal establishment,"During the term in the probation yard, neither tea nor sugar is allowed, but somehow it gets there just the same."
260,20 Mar 1878 - Life at St. Helena..pdf.txt,on entry to penal establishment,"Each steamer that goes down takes a detachment of prisoners, under police guard, in the forward part of the vessel."
265,20 Mar 1878 - Life at St. Helena..pdf.txt,on entry to penal establishment,"With the exception of the armed warders who do sentry, and keep a look-out from platforms perched some 40 or 50 feet above the soil level, the place has nothing prison-like about it."
269,20 Mar 1878 - Life at St. Helena..pdf.txt,on entry to penal establishment,"All prisoners sent to St. Helena are first examined and catalogued in Brisbane Gaol. Their diplomas come with them. Each man is at once weighed and measured ; the color of his eyes, and any peculiarity about him, is duly noted ; he is made to scrub himself clean if necessary, and is furnished with a prison suit, every article of which bears the address and number assigned him. His own clothes and any property he may have are put in a bag having a similar number, and a record is made of all such."
270,20 Mar 1878 - Life at St. Helena..pdf.txt,on entry to penal establishment,"prisoners on St. Helena are divided into two classes, A and B. Each has a yard and surroundings quite apart from the other. The new arrivals are all put with the lower grade, and so remain for six months. If well-behaved during all that time, there is promotion to the higher grade, and tea, sugar, and tobacco are added to the supplies."
273,20 Mar 1878 - Life at St. Helena..pdf.txt,on entry to penal establishment,"On the evening of arrival of the detachment who went at that time, three young fellows thought they would improve the occasion by singing and shouting. The operation was neither loud nor inhar-monious. But exercise of the kind is not per-mitted at St. Helena. The warder on duty ordered quietness, which, after a few seconds of braggadacio, was attended to."
691,Queensland State Archives_2021_Shear power.pdf.txt,on entry to penal establishment,"Strike leader Julian Stuart recalled that shearers’ strike prisoners were taken directly from Rockhampton to St Helena Island ‘because the authorities feared a demonstration.’ As the prisoners arrived, they were brought into the stockade on horse-drawn trams and moved into separate cells. They were then photographed."
804,Whittington_2021_Island of the damned.pdf.txt,on entry to penal establishment,"Prisoners had no name, only the number allocated on arrival. For many years, they were forbidden to speak. A hasty word or even an ugly look could earn a <U+FB02>ogging. The maximum was 50 lashes, but this had to be done in two sessions as 25 was enough to see skin become bone and end at the in<U+FB01>rmary."
819,Wimshurst_2012_Intersections in colonial and penal,on entry to penal establishment,"able-bodied men who would no longer be kept in regional gaols.54 Rather, after classification and observation in Brisbane, these men would be forwarded to St Helena."
381,24 Sep 1925 - BRISBANE GAOL FULL..pdf.txt,other prisons associated with,"excess of prisoners due to the conviction of seamen in connec-tion with the current strike the Bris-bane Gaol has become full to over-flowing, and to relieve the congestion the prison authorities have arranged to send a number of the men to St. Helena."
319,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,use of long-term imprisonment as punishment was a relatively new idea in the early nineteenth century
